LSI,DEVICE NAME,LOOPBACK IP,WAN IP,LINK STATE,CPU UTILIZATION,MEMORY UTILIZATION,TEMPERATURE,DUPLEX,IN ERROR RATE,IN DISCARD RATE,UTILIZATION,LINK STATUS CODE
500187491,ECLT-MOH1691-RTR18118,172.48.147.191,172.48.152.202,UP,34,14.6544889,,,0,0,0,111
500061154,ECLT-CHN1547-RTR16106,172.46.211.237,172.46.115.106,DOWN,3,8.96819125,,3,0,0,0.009965333,122
500061071,ECLT-CHN1411-RTR14824,172.46.163.35,172.46.97.170,UP,5,20.72732005,,3,0,0,0.683232,111
500062596,ECLT-VEL1322-RTR14522,172.46.75.8,172.46.204.182,UP,6,22.2446474,,3,0,0,13.071568,111
500063569,ECLT-CBT105-RTR13469,172.46.75.76,172.46.176.22,UP,4,22.36036283,,3,0,0,0.032560797,111
500052722,ECLT-MUM1478-RTR15034,172.46.186.104,172.46.48.174,UP,4,9.093692993,,3,0,0,16.612136,111
500064513,ECLT-PUN1291-RTR16303,172.46.156.68,172.46.82.86,DOWN,5,22.2668407,,3,0,0,0.01024,122
500056216,ECLT-MUM1775-RTR17203,172.46.232.76,172.46.253.38,UP,3,8.895104583,,3,0,0,0.003372757,111
500056541,ECLT-MUM2052-RTR20908,172.48.246.4,172.46.112.86,UP,5,22.63956904,,3,0,0,15.49804533,111
500064309,ECLT-PUN926-RTR13421,172.46.156.250,172.46.109.130,UP,3,8.907816498,,3,0,0,1.127778667,111
500063315,ECLT-KCM121-RTR17442,172.46.117.32,172.46.168.142,UP,3,8.980845229,,3,0,0,0.643725333,111
500056279,ECLT-MUM1747-RTR17099,10.250.213.12,172.48.25.66,UP,3,8.937214781,,3,0,0,0.006978667,111
500046313,ECLT-MUM1729-RTR16948,172.46.87.13,172.46.39.122,UP,5,9.131500254,,3,0,0,0.008973333,111
500153139,ECLT-NND160-RTR17828,172.46.2.41,172.48.9.10,UP,3,9.007156864,,3,0,0,0.00396412,111
14014582,ECLT-BGO145-RTR9536,172.43.226.179,172.43.240.182,UP,11,24.40552478,,3,0,0,28.82623467,111
500056117,ECLT-MUM1750-RTR17102,172.46.232.162,172.46.251.178,UP,3,8.9508744,,3,0,0,0.003389333,111
500092763,ECLT-BLR1593-RTR15825,172.46.232.185,172.46.252.62,UP,4,8.936292658,,3,0,0,3.476288372,111
500092758,ECLT-BLR1542-RTR15274,172.46.215.212,172.46.228.94,UP,5,22.25794801,,3,0,0,0.602498667,111
500052652,ECLT-AMD231-RTR15368,172.46.33.189,172.46.52.134,UP,3,9.114272773,,3,0,0,3.560906667,111
500056338,ECLT-RKT276-RTR17365,172.46.116.96,172.46.222.126,UP,5,22.61491989,,3,0,0,6.525568,111
500020038,ECLT-MUM378-RTR10328,172.45.201.22,172.45.194.6,UP,5,22.57935464,,3,0,0,0.009887043,111
13992790,ECLT-BPR133-RTR9826,172.43.245.82,172.43.28.6,UP,4,22.72946827,,3,0,0,0.050584,111
500092764,ECLT-BLR1594-RTR15835,172.46.232.206,172.46.252.154,UP,3,8.969565238,,3,0,0,0.00714,111
500054757,ECLT-MUM1778-RTR17224,172.46.213.200,172.46.226.86,UP,3,8.911704025,,3,0,0,0.003994667,111
14484957,ECLT-MUM1793-RTR17300,172.48.14.1,172.46.122.250,UP,3,8.928072686,,3,0,0,0.92432691,111
500064957,ECLT-RPM106-RTR15498,172.46.214.183,172.46.243.58,UP,3,8.973044643,,3,0,0,1.342912957,111
500054836,ECLT-LBD264-RTR17205,172.46.100.240,172.46.93.190,UP,3,9.10540222,,3,0,0,0.003747508,111
500020091,ECLT-MUM379-RTR10361,172.45.201.11,172.45.195.198,UP,5,22.54541438,,3,0,0,0.004057143,111
500054871,ECLT-MUM1831-RTR17492,172.46.211.149,172.46.221.66,UP,3,8.942796426,,3,0,0,0.003906977,111
500020014,ECLT-MUM379-RTR10361,172.45.201.11,172.45.198.214,UP,5,22.54541438,,3,0,0,19.01707641,111
13796475,ECLT-MUM270-RTR7094,172.41.133.226,172.43.41.150,UP,6,22.54296958,,3,0,0,6.629288,111
13894116,ECLT-NLL152-RTR8311,172.43.74.212,172.43.78.14,DOWN,6,23.59232981,,1,0,0,0,122
13776518,ECLT-NND126-RTR6657,172.34.5.104,172.34.24.254,UP,6,20.76906372,,3,0,0,8.203718272,111
500054810,ECLT-HMR150-RTR15802,172.46.64.112,172.46.197.30,UP,5,22.72135896,,3,0,0,0.005890667,111
13776573,ECLT-NND130-RTR6726,172.43.23.204,172.42.203.78,UP,5,21.52880763,,3,0,0,0.014563455,111
13894377,ECLT-NLL119-RTR8093,172.43.74.239,172.42.225.250,UP,7,23.15454073,,3,0,0,0.045221262,111
14584485,ECLT-MUM1789-RTR17278,172.48.73.69,172.46.220.54,DOWN,3,11.14503461,,3,0,0,0.004097333,122
13572294,ECLT-NND109-RTR5902,172.42.129.144,172.42.157.198,UP,6,21.53717779,,3,0,0,0.385510963,111
500046561,ECLT-NAM101-RTR12628,172.46.13.149,172.46.17.182,UP,5,22.38419583,,3,0,0,0.558208638,111
500039179,ECLT-MUM665-RTR11804,172.46.117.200,172.46.130.182,UP,6,22.12360961,,3,0,0,0.008541333,111
13572397,ECLT-NND115-RTR6026,172.42.138.251,172.42.151.106,UP,5,21.03146128,,3,0,0,0.010604651,111
500152975,ECLT-NND161-RTR17831,172.46.2.89,172.46.210.250,UP,5,22.35434538,,3,0,0,2.788932,111
500054547,ECLT-MUM1861-RTR17767,172.46.215.30,172.46.229.170,UP,3,8.96805383,,3,0,0,0.005314286,111
13776574,ECLT-NND148-RTR7837,172.42.207.105,172.42.203.82,UP,7,29.50038288,,3,0,0,0.021271761,111
500054771,ECLT-DRJ254-RTR17202,172.46.134.9,172.46.237.74,UP,4,9.103056054,,3,0,0,0.003724917,111
13776752,ECLT-NND127-RTR6664,172.42.202.85,172.42.200.70,UP,8,21.56065663,,3,0,0,1.636541333,111
500056229,ECLT-MUM1800-RTR17348,172.46.213.107,172.46.225.50,UP,3,8.411898925,,3,0,0,0.004966113,111
13776531,ECLT-NND140-RTR7242,172.43.20.180,172.43.32.186,UP,5,21.54607761,,3,0,0,7.081856,111
500063278,ECLT-TPR105-RTR16552,172.46.133.191,172.46.160.154,UP,6,20.92068733,,1,0,0,0.000992,111
500054563,ECLT-MUM1816-RTR17413,172.46.63.175,172.46.234.174,UP,5,22.49540263,,3,0,0,0.003834667,111
14476646,ECLT-CHN1330-RTR14262,172.46.170.100,172.46.59.54,UP,7,22.22744764,,3,0,0,0.010170667,111
14211546,ECLT-NND150-RTR9703,172.45.42.255,172.45.53.66,UP,5,21.59861141,,3,0,0,2.108874419,111
13954784,ECLT-MUM299-RTR7409,172.37.7.163,172.37.48.166,UP,5,21.11314053,,3,0,0,9.329424,111
13895183,ECLT-NZD259-RTR8635,172.43.73.69,172.42.228.94,UP,5,23.35740613,,3,0,0,7.257614667,111
500043469,ECLT-HBL229-RTR15726,172.46.155.114,172.46.246.118,UP,3,8.444200236,,3,0,0,0.015383389,111
14333220,ECLT-NND156-RTR10570,172.45.206.240,172.45.217.130,UP,5,21.42729187,,3,0,0,2.402579402,111
500056606,ECLT-MUM1800-RTR17348,172.46.213.107,172.46.120.74,UP,3,8.411898925,,3,0,0,12.31885449,111
500052842,ECLT-MUM1397-RTR14346,172.46.170.248,172.46.59.30,UP,5,22.30242152,,3,0,0,3.622312292,111
500043537,ECLT-BJP133-RTR12924,172.46.138.107,172.46.104.42,DOWN,5,22.18614156,,1,0,0,0,122
13776536,ECLT-NND130-RTR6726,172.43.23.204,172.43.28.158,UP,5,21.52880763,,3,0,0,4.119913621,111
500052556,ECLT-MUM1579-RTR15799,172.46.198.39,172.46.82.190,UP,4,9.00782369,,3,0,0,2.690259136,111
500177846,ECLT-MOH1740-RTR18340,172.48.126.117,172.48.141.170,UP,27,14.6597728,,,0,0,0,111
13895884,ECLT-ONG109-RTR8155,172.43.75.99,172.40.145.122,DOWN,5,22.41940667,,1,0,0,0,122
500042677,ECLT-KUL111-RTR12984,172.46.64.6,172.46.23.102,UP,6,22.27653605,,3,0,0,4.911394667,111
13776749,ECLT-NND132-RTR6803,172.42.210.29,172.42.200.78,UP,5,21.24745933,,3,0,0,6.139845333,111
13776532,ECLT-NND146-RTR7593,172.43.23.243,172.43.31.34,DOWN,5,19.87018698,,1,,,,122
500038968,ECLT-PCY102-RTR12116,172.46.2.106,172.46.140.158,UP,6,20.83608793,,3,0,0,0.460986047,111
500192666,ECLT-MNR1702-RTR19486,172.48.148.169,172.48.172.62,UP,32,14.46488547,,,0,0,0,111
13893499,ECLT-PDR130-RTR7971,172.43.75.88,172.42.230.142,UP,7,23.29864624,,1,0,0,0.046024,111
500054945,ECLT-DRJ1362-RTR17754,172.46.73.159,172.46.237.146,UP,3,9.015672398,,3,0,0,0.004966113,111
14469398,ECLT-PAL102-RTR15279,172.46.213.43,172.46.171.190,UP,28,14.44339716,,,0,0,0,111
13894364,ECLT-NZD265-RTR8866,172.43.85.38,172.43.82.18,UP,5,23.19395078,,3,0,0,2.249193355,111
13893229,ECLT-PDR133-RTR8089,172.43.74.206,172.43.79.158,UP,7,23.54952161,,3,0,0,2.34728918,111
500054677,ECLT-AMR157-RTR13183,172.46.73.85,172.46.178.190,UP,6,22.2198383,,3,0,0,0.003355482,111
500042894,ECLT-PUN826-RTR12752,172.46.88.108,172.46.20.150,UP,5,22.2385493,,3,0,0,5.403944186,111
500043738,ECLT-RAI542-RTR14102,172.46.22.232,172.46.89.98,UP,8,22.24545336,,1,0,0,0.01484,111
500052816,ECLT-AMR242-RTR17832,172.46.100.254,172.46.108.150,UP,5,22.32398363,,3,0,0,1.638853333,111
500042732,ECLT-SAG128-RTR11535,172.46.14.199,172.46.26.110,UP,4,22.09835852,,3,0,0,0.20341794,111
500048625,ECLT-CHN1799-RTR17966,172.46.21.134,172.46.25.6,UP,5,22.02706985,,3,0,0,0.661410667,111
500056570,ECLT-MUM1490-RTR15126,172.46.199.213,172.46.128.38,DOWN,5,22.60502849,,1,0,0,0,122
500062713,ECLT-ATU105-RTR14113,172.46.102.110,172.46.140.126,UP,5,20.72733352,,3,0,0,1.088110667,111
500052910,ECLT-MUM1666-RTR16486,172.46.231.4,172.48.2.214,UP,3,9.018418381,,3,0,0,2.510769435,111
500152928,ECLT-PUN1927-RTR18435,172.48.6.185,172.46.110.230,UP,3,9.035455718,,3,0,0,0.030468,111
500035584,ECLT-CHN1084-RTR11552,172.46.100.229,172.45.240.250,UP,5,20.9131496,,3,0,0,0.343213289,111
500064815,ECLT-GUO111-RTR21013,172.46.198.244,172.46.202.162,UP,3,8.864194397,,3,0,0,0.448445333,111
500064991,ECLT-CDL110-RTR14005,172.46.100.163,172.46.108.38,UP,5,22.23145003,,3,0,0,0.437,111
500054721,ECLT-MUM1744-RTR17086,172.46.200.220,172.46.4.142,UP,5,22.54781155,,3,0,0,0.003737333,111
500059764,ECLT-PUN941-RTR13490,172.46.186.181,172.46.90.206,UP,3,11.10367373,,3,0,0,7.697113158,111
14404753,ECLT-CHN1247-RTR13731,172.46.169.132,172.46.182.66,UP,5,22.50294207,,3,0,0,0.00624,111
500035763,ECLT-PUN490-RTR10884,172.46.32.108,172.46.16.30,UP,5,20.84289664,,3,0,0,6.480271096,111
500038981,ECLT-BCH111-RTR12285,172.46.22.12,172.46.128.150,DOWN,5,22.17469227,,1,0,0,0,122
500043903,ECLT-IND130-RTR14314,172.46.22.211,172.46.61.2,UP,5,22.18149821,,3,0,0,0.00976,111
500058279,ECLT-RAI535-RTR13536,172.46.64.81,172.46.80.174,UP,,,,,,,,112
500052823,ECLT-MUM1612-RTR16099,172.46.215.129,172.46.127.42,UP,6,8.922472458,,1,0,0,3.98076,111
500035530,ECLT-CHN1121-RTR12473,172.46.139.139,172.45.219.230,UP,6,20.83180637,,3,0,0,0.403456,111
500062873,ECLT-BPL191-RTR13533,172.46.101.22,172.46.165.106,UP,3,8.934720812,,3,0,0,0.003844,111
500062704,ECLT-KAR119-RTR16386,172.46.116.53,172.46.235.54,UP,3,9.026140779,,3,0,0,0.109518667,111
500063595,ECLT-ATU103-RTR12998,172.46.49.152,172.46.168.114,UP,5,20.99806161,,3,0,0,1.223419269,111
500054703,ECLT-AMD231-RTR15368,172.46.33.189,172.46.192.194,UP,3,9.114272773,,3,0,0,0.003702667,111
13997100,ECLT-GDH105-RTR8912,172.43.130.216,172.43.136.186,UP,6,22.59517876,,3,0,0,2.772653333,111
500063605,ECLT-RPM103-RTR14517,172.46.102.48,172.46.201.182,UP,5,22.17427552,,3,0,0,0.643606645,111
500048763,ECLT-BLR1523-RTR14925,172.46.49.109,172.46.145.22,UP,5,22.094506,,3,0,0,1.542248505,111
14176889,ECLT-HBL201-RTR9556,172.45.25.46,172.43.61.154,UP,4,22.34671464,,3,0,0,0.030578667,111
500052807,ECLT-MUM1323-RTR13460,172.46.186.233,172.46.107.2,UP,6,22.3322151,,3,0,0,6.726883721,111
500043812,ECLT-PUN1030-RTR14128,172.46.49.25,172.46.61.142,UP,5,22.1688374,,3,0,0,0.006551495,111
500151954,ECLT-HSN141-RTR16020,172.46.232.54,172.46.35.54,DOWN,4,8.892866438,,,,,,122
13776542,ECLT-PUN103-RTR9206,172.42.202.62,172.43.32.174,UP,9,29.65851234,,3,0,0,2.801072,111
500062851,ECLT-BRA122-RTR14564,172.46.100.234,172.46.142.154,UP,4,8.960708427,,3,0,0,0.061365333,111
14382261,ECLT-PUN1015-RTR13992,172.46.156.10,172.46.37.198,UP,4,22.14124885,,3,0,0,0.121363455,111
500039352,ECLT-PUN1094-RTR14662,172.46.73.185,172.46.78.182,UP,5,20.85481163,,3,0,0,0.007261333,111
500039395,ECLT-GWL195-RTR14729,172.46.13.50,172.46.80.190,UP,5,20.59240367,,2,0,0,0.006733333,111
500064554,ECLT-PUN1002-RTR13854,172.46.134.178,172.46.96.174,UP,3,8.925723573,,3,0,0,0.154978667,111
500042818,ECLT-PUN1258-RTR15861,172.46.63.98,172.46.48.138,UP,3,8.967592187,,3,0,0,0.205655814,111
500038950,ECLT-GUO101-RTR12348,172.45.253.167,172.46.108.206,UP,5,20.87982377,,3,0,0,2.808119333,111
14048282,ECLT-HYD101-IN-RTR1002,122.187.126.80,122.187.117.126,UP,3,20.73711568,,3,0,0,0.088162092,111
500064955,ECLT-CHN1537-RTR16072,172.46.88.42,172.46.72.22,UP,3,9.019994606,,3,0,0,0.493544,111
500063072,ECLT-SAG134-RTR13523,172.46.88.20,172.46.153.202,UP,4,8.932730646,,3,0,0,0.058665333,111
500064494,ECLT-PUN986-RTR13799,172.46.134.199,172.46.115.66,UP,3,8.889940359,,3,0,0,0.139722667,111
500052450,ECLT-MUM1475-RTR15030,172.46.213.117,172.46.69.30,UP,5,22.26362165,,3,0,0,5.598210667,111
500063459,ECLT-TPR102-RTR13303,172.46.139.76,172.46.173.94,UP,4,20.85909069,,3,0,0,0.035974751,111
500043444,ECLT-BLR1439-RTR13192,172.46.155.100,172.46.65.174,UP,6,22.16737271,,3,0,0,0.012418667,111
13759079,ECLT-HBL194-RTR7170,172.43.25.5,172.43.28.90,DOWN,5,22.62709334,,1,,,,122
500054666,ECLT-MEH117-RTR15857,172.46.87.67,172.46.217.178,UP,6,9.089118508,,1,0,0,0.003290667,111
500056648,ECLT-MUM1393-RTR14329,172.46.2.4,172.46.118.162,UP,3,8.993801288,,3,0,0,12.89497674,111
500054798,ECLT-AMD220-RTR14973,172.46.75.153,172.46.221.6,UP,4,9.13254174,,3,0,0,0.007098667,111
13776753,ECLT-PUN113-RTR9223,172.42.202.84,172.42.200.66,UP,9,21.60575962,,3,0,0,24.32791333,111
500035382,ECLT-MUM1503-RTR15201,172.46.116.161,172.46.6.210,DOWN,6,21.01317709,,3,0,0,0.00232,122
500046416,ECLT-PCY104-RTR12212,172.46.13.228,172.46.147.234,UP,6,20.89652482,,3,0,0,0.430750831,111
500064981,ECLT-CHN1605-RTR16443,172.46.200.246,172.46.98.150,UP,3,8.982458854,,3,0,0,0.637794667,111
13776567,ECLT-PUN117-RTR9247,172.42.207.59,172.42.204.246,UP,5,20.89877138,,3,0,0,0.00904,111
500052881,ECLT-AMD292-RTR17191,172.46.33.247,172.46.59.18,UP,6,22.2492455,,3,0,0,2.182144,111
500063054,ECLT-KUL120-RTR16415,172.46.64.16,172.46.194.106,UP,5,22.07104167,,3,0,0,2.330869333,111
500063048,ECLT-PUN1112-RTR14857,172.46.156.157,172.46.157.66,UP,3,8.915329829,,3,0,0,0.003532,111
500063581,ECLT-GUO111-RTR21013,172.46.198.244,172.46.220.134,DOWN,3,8.864194397,,1,,,,122
13861929,ECLT-KKA101-RTR7709,172.43.36.152,172.42.219.34,UP,5,22.48602338,,3,0,0,0.008369333,111
500063075,ECLT-PUN1168-RTR15180,172.46.156.109,172.46.1.210,UP,3,8.904752452,,3,0,0,0.003366667,111
500039011,ECLT-CHN1692-RTR17082,172.46.21.170,172.46.241.162,UP,3,8.956441818,,3,0,0,1.185277333,111
13702856,ECLT-BLR105-RTR9222,172.38.126.228,172.43.5.42,UP,6,22.71771139,,3,0,0,0.57232691,111
13776577,ECLT-PUN115-RTR9245,172.42.202.212,172.42.203.74,UP,5,20.05037707,,3,0,0,0.019914667,111
13776540,ECLT-PUN115-RTR9245,172.42.202.212,172.42.203.206,UP,5,20.05037707,,3,0,0,7.08054,111
500064482,ECLT-PUN1112-RTR14857,172.46.156.157,172.46.120.222,UP,3,8.915329829,,3,0,0,0.29116,111
14538371,ECLT-PUN1308-RTR16483,172.48.13.67,172.48.12.42,DOWN,,,,,,,,122
500063043,ECLT-PUN1190-RTR15387,172.46.133.201,172.46.164.34,UP,3,8.927988719,,3,0,0,0.004704319,111
500062885,ECLT-PUN1311-RTR16525,172.46.162.48,172.46.128.226,UP,3,8.938883319,,3,0,0,0.004950667,111
500057881,ECLT-CHN1914-RTR21912,172.46.21.181,172.46.77.26,UP,5,22.27009994,,3,0,0,3.620042384,111
500039052,ECLT-PUN1238-RTR15610,172.46.63.48,172.46.66.178,UP,3,8.933182399,,3,0,0,0.002171333,111
500122981,ECLT-PUN1256-RTR15851,172.46.63.133,172.46.237.82,UP,32,14.12722779,,,0,0,0,111
500058255,ECLT-PUN1217-RTR15449,172.46.200.20,172.46.205.14,UP,5,20.91682035,,3,0,0,0.003372757,111
14489324,ECLT-MDK127-RTR15838,172.46.212.183,172.46.93.194,UP,5,22.24385014,,3,0.321786864,0,6.501672,111
500042518,ECLT-PUN1185-RTR15347,172.46.49.53,172.46.86.22,UP,3,8.921983848,,3,0,0,0.313202667,111
14584522,ECLT-RAI595-RTR17927,172.48.125.162,172.48.159.2,UP,8,20.7783197,,3,0,0,0.003384,111
500152884,ECLT-PUN1903-RTR18300,172.48.6.161,172.46.103.254,UP,3,9.04201644,,3,0,0,4.817582724,111
500046417,ECLT-PUN1248-RTR15716,172.46.73.172,172.46.78.134,UP,5,22.06375725,,3,0,0,0.007101661,111
500042528,ECLT-PUN1278-RTR16157,172.46.73.19,172.46.246.54,UP,5,20.72155768,,3,0,0,1.353039739,111
500153102,ECLT-PUN1360-RTR17402,172.48.6.88,172.48.5.122,UP,,,,,,,,112
500062897,ECLT-CPU154-RTR15909,172.46.100.114,172.46.165.30,UP,3,8.922399755,,3,0,0,0.003464,111
500035492,ECLT-KKD152-RTR18494,172.46.3.96,172.46.10.50,UP,3,8.890484919,,3,0,0,0.290825249,111
14582852,ECLT-PUN1359-RTR17397,172.48.71.115,172.48.108.46,UP,25,14.45303729,,,0,0,0,111
13776526,ECLT-PUN283-RTR7886,172.42.202.208,172.43.41.58,UP,5,19.95649721,,3,0,0,1.0071,111
14311240,ECLT-PUN361-RTR10187,172.45.176.151,172.45.197.186,UP,5,22.48670266,,3,0,0,1.522634667,111
13572332,ECLT-PUN226-RTR5795,172.35.61.107,172.42.151.54,DOWN,6,20.88002764,,1,,,,122
500092767,ECLT-HSN125-RTR15805,172.46.232.43,172.46.254.50,UP,3,8.945647329,,3,0,0,0.519057426,111
500058163,ECLT-PUN1254-RTR15797,172.46.169.205,172.46.184.146,UP,6,19.53869661,,3,0,0,0.003446667,111
500043766,ECLT-RLM129-RTR13203,172.46.73.217,172.46.71.46,UP,5,20.82836013,,3,0,0,0.007504,111
13776563,ECLT-PUN283-RTR7886,172.42.202.208,172.42.203.58,UP,5,19.95649721,,3,0,0,2.563861333,111
500153110,ECLT-PUN1821-RTR17650,172.48.6.89,172.48.5.126,UP,3,8.989712344,,3,0,0,1.863412541,111
13571936,ECLT-PUN228-RTR5820,172.35.61.197,172.35.203.202,DOWN,6,29.52612981,,1,,,,122
500039347,ECLT-PUN501-RTR10902,172.46.49.52,172.46.62.186,UP,4,20.70272461,,3,0,0,0.006768,112
13571947,ECLT-AURA-RTR7839,172.35.212.12,172.35.210.126,UP,5,21.45613441,,3,0,0,2.580692,111
500024394,ECLT-PUN405-RTR10392,172.45.206.153,172.45.216.178,UP,5,22.65934329,,3,0,0,0.003852,111
500046646,ECLT-MVL106-RTR13100,172.46.22.184,172.46.36.206,DOWN,5,22.25705005,,1,0,0,0,122
500064275,ECLT-PUN1003-RTR13866,172.46.156.89,172.46.99.90,UP,3,8.880100986,,3,0,0,0.062104,111
500039018,ECLT-CDL108-RTR12252,172.46.3.169,172.46.148.10,UP,5,20.77460989,,3,0,0,1.368512,111
500035582,ECLT-PUN493-RTR10887,172.46.33.62,172.46.6.14,UP,5,20.83081226,,3,0,0,0.168397333,111
14325144,ECLT-PUN397-RTR10364,172.45.201.160,172.45.198.82,UP,5,22.6853072,,3,0,0,6.789631894,111
14006816,ECLT-PUN291-RTR9149,172.43.130.251,172.43.144.238,UP,5,21.54070189,,3,0,0,0.015918667,111
13776559,ECLT-PUN248-RTR6719,172.42.84.32,172.42.78.94,UP,5,21.49045001,,3,0,0,0.016002667,111
14311248,ECLT-PUN418-RTR10439,172.45.176.143,172.45.202.126,UP,5,21.17894823,,3,0,0,2.484457143,111
500054481,ECLT-AMD269-RTR16172,172.46.139.119,172.46.224.166,UP,3,8.535904414,,3,0,0,0.006053333,111
500024100,ECLT-PUN404-RTR10390,172.45.212.128,172.45.152.246,UP,5,22.69577412,,3,0,0,8.352531561,111
14674156,ECLT-MUM1746-RTR17096,172.46.211.122,172.48.25.126,UP,3,8.988196115,,3,0,0,0.009816502,111
13776682,ECLT-PUN251-RTR6736,172.43.39.1,172.42.200.10,UP,5,21.3520577,,3,0,0,2.291302667,111
13986317,ECLT-PUN297-RTR9265,172.42.241.225,172.43.117.202,DOWN,5,21.5474832,,1,,,,122
14372408,ECLT-PUN799-RTR12564,172.46.64.99,172.46.20.134,UP,6,22.40687689,,3,0,0,3.845828571,111
500039815,ECLT-PUN640-RTR11316,172.46.75.229,172.46.68.122,UP,5,22.1058618,,3,0,0,2.30810897,111
500042738,ECLT-PUN610-RTR11228,172.46.73.55,172.46.23.98,UP,5,22.16893186,,3,0,0,0.170829333,111
500061270,ECLT-CHN1202-RTR13151,172.46.163.220,172.46.120.186,UP,5,22.27572067,,3,0,0,1.091258667,111
500043458,ECLT-PUN521-RTR10956,172.46.22.22,172.46.46.166,UP,5,22.11360867,,3,0,0,0.009278405,111
500042438,ECLT-PUN656-RTR11375,172.46.31.24,172.46.37.186,UP,4,20.76017667,,3,0,0,0.100168,111
500063028,ECLT-PUN937-RTR13461,172.46.187.1,172.46.190.6,DOWN,4,22.03751032,,1,,,,122
500056593,ECLT-RKT271-RTR17238,172.48.30.53,172.48.21.26,UP,3,9.037243577,,3,0,0,14.75505867,111
500042625,ECLT-PUN627-RTR11278,172.46.50.170,172.46.36.194,UP,4,22.04991044,,3,0,0,0.107962667,111
500043775,ECLT-PUN522-RTR10966,172.46.50.85,172.46.54.122,UP,5,22.19419806,,3,0,0,0.020616,111
500190325,ECLT-PUN1917-RTR18367,172.48.150.37,172.48.163.46,UP,14,14.23064054,,,0,0,0,111
500056501,ECLT-RKT238-RTR14935,172.46.101.116,172.46.111.202,UP,5,22.0922753,,3,0,0,17.08896,111
500190082,ECLT-PUN1970-RTR18867,172.48.148.6,172.48.161.66,UP,26,14.46448854,,,0,0,0,111
500042630,ECLT-PUN884-RTR13117,172.46.50.125,172.46.125.214,DOWN,4,22.24015253,,1,,,,122
500059777,ECLT-PUN912-RTR13269,172.46.169.63,172.46.96.50,UP,5,22.18071854,,3,0,0,1.596410667,111
500046327,ECLT-PUN878-RTR13106,172.46.13.166,172.46.79.30,UP,4,22.2056108,,3,0,0,0.007293023,111
500058138,ECLT-PUN911-RTR13268,172.46.163.174,172.46.177.194,UP,5,22.2781148,,3,0,0,0.003336937,111
500062872,ECLT-PUN953-RTR13558,172.46.117.137,172.46.130.26,UP,3,8.888935701,,3,0,0,0.003286667,111
14480734,ECLT-MUM1608-RTR16084,172.46.232.209,172.46.244.58,UP,3,9.023058059,,3,0,0,0.237312957,111
500062860,ECLT-PUN942-RTR13510,172.46.88.156,172.46.190.106,UP,3,8.89404836,,3,0,0,0.003480851,111
500062905,ECLT-PUN956-RTR13603,172.46.102.210,172.46.142.82,UP,3,8.933349881,,3,0,0,0.003366667,111
500062892,ECLT-PUN943-RTR13511,172.46.156.178,172.46.160.178,UP,3,8.910628166,,3,0,0,0.003493688,111
500064343,ECLT-PUN953-RTR13558,172.46.117.137,172.46.190.18,UP,3,8.888935701,,3,0,0,0.045085333,111
500064452,ECLT-PUN951-RTR13554,172.46.139.211,172.46.130.210,UP,3,8.87949653,,3,0,0,0.099399336,111
500064322,ECLT-PUN937-RTR13461,172.46.187.1,172.46.109.90,UP,4,22.03751032,,3,0,0,0.110229333,111
500064385,ECLT-PUN948-RTR13549,172.46.100.132,172.46.143.50,DOWN,3,8.920204855,,3,0,0,0.015253333,122
500058191,ECLT-PUN912-RTR13269,172.46.169.63,172.46.178.110,UP,5,22.18071854,,3,0,0,0.0048,111
500042622,ECLT-PUN957-RTR13604,172.46.163.87,172.46.179.26,UP,5,22.23189838,,3,0,0,6.340973333,111
500063057,ECLT-PUN955-RTR13602,172.46.101.165,172.46.128.222,UP,5,22.22289488,,3,0,0,0.003286667,111
500043607,ECLT-PUN958-RTR13605,172.46.32.248,172.46.47.90,UP,5,22.26358135,,3,0,0,0.007261333,111
500063120,ECLT-PUN972-RTR13670,172.46.64.80,172.46.151.194,UP,5,22.12662715,,3,0,0,0.003366667,111
500043551,ECLT-PUN978-RTR13710,172.46.32.207,172.46.46.114,UP,4,22.02579992,,3,0,0,0.007042667,111
500042499,ECLT-PUN929-RTR13445,172.46.32.244,172.46.182.162,UP,5,22.343613,,3,0,0,38.58368,111
500043792,ECLT-PUN930-RTR13448,172.46.50.158,172.46.57.90,UP,4,20.55003095,,3,0,0,0.006745515,111
500062847,ECLT-PUN949-RTR13551,172.46.156.133,172.46.153.178,DOWN,3,8.913942164,,1,0,0,0,122
14369659,ECLT-PUN696-RTR11664,172.46.31.221,172.46.43.114,UP,4,22.65112818,,3,0,0,0.034994667,111
14266764,ECLT-RAI443-RTR10001,172.45.91.191,172.45.81.74,UP,5,22.75913628,,3,0,0,0.003898667,111
14266765,ECLT-RAI443-RTR10001,172.45.91.191,172.45.106.90,UP,5,22.75913628,,3,0,0,13.59980533,111
14415589,ECLT-RAI517-RTR12935,172.46.163.112,172.46.179.42,UP,4,22.1237746,,3,0,0,0.003311475,111
500024375,ECLT-RAI448-RTR10243,172.43.24.217,172.45.199.90,UP,5,21.05556949,,3,0,0,0.003772,111
500063064,ECLT-PUN951-RTR13554,172.46.139.211,172.46.144.186,UP,3,8.87949653,,3,0,0,0.003372757,111
500035549,ECLT-RAI509-RTR12514,172.46.133.160,172.46.96.246,UP,5,22.32185294,,3,0,0,4.980269333,111
